state,date,cases,deaths
Arizona,2020-10-22,234914,5859
Rhode Island,2020-10-24,26194,1148
Utah,2020-10-25,105018,568
Colorado,2020-10-28,100614,2277
Delaware,2020-10-28,24301,688
Utah,2020-11-01,116271,606
Wisconsin,2020-11-10,293862,2497
Maine,2020-11-11,8197,158
Colorado,2020-11-13,155761,2541
Pennsylvania,2020-11-13,260001,9306
Texas,2020-11-14,1083132,20035
Oklahoma,2020-11-18,161322,1570
West Virginia,2020-11-20,38480,639
Colorado,2020-11-21,195220,2791
West Virginia,2020-11-26,44180,712
Alabama,2020-12-03,260359,3776
Indiana,2020-12-03,362182,6033
Georgia,2020-12-04,473343,9442
Louisiana,2020-12-06,250711,6584
Virgin Islands,2020-12-08,1680,23
Michigan,2020-12-09,445254,10686
Michigan,2020-12-10,451535,10883
New Hampshire,2020-12-13,30386,603
Alabama,2020-12-15,301533,4124
Georgia,2020-12-19,559197,10051
Wyoming,2020-12-04,35737,257
New Jersey,2020-12-30,473243,18952
Massachusetts,2020-12-31,358368,12416
Pennsylvania,2021-01-01,652952,16247
Kansas,2021-01-03,230352,2374
Idaho,2021-01-06,146322,1495
Rhode Island,2021-01-11,84526,1850
Wyoming,2021-01-25,51062,571
California,2021-01-27,3253095,38927
Florida,2021-01-31,1718035,26478
Iowa,2021-01-31,318343,4901
Florida,2021-02-01,1723761,26684
Wisconsin,2021-02-03,595756,6500
Virgin Islands,2021-02-06,2449,24
Georgia,2021-02-07,913059,14633
Virgin Islands,2021-02-08,2466,24
Idaho,2021-02-18,168783,1828
Iowa,2021-02-22,330855,5374
Virgin Islands,2021-02-22,2579,25
Ohio,2021-03-01,968874,17348
Indiana,2021-03-02,665962,12623
Louisiana,2021-03-04,432104,9686
Missouri,2021-03-04,485257,7945
Montana,2021-03-08,101093,1382
New Jersey,2021-03-10,821676,23691
Virginia,2021-03-11,590625,9902
Maryland,2021-03-13,392763,7993
Tennessee,2021-03-15,770092,11417
Alaska,2021-03-22,60772,296
Virginia,2021-03-22,605969,10129
Louisiana,2021-03-31,444515,10141
West Virginia,2021-04-10,145754,2742
District of Columbia,2021-04-20,46869,1097
Florida,2021-04-20,2175280,34532
Washington,2020-01-30,1,0
Arizona,2020-02-25,1,0
California,2020-03-02,38,0
Minnesota,2020-03-06,1,0
Vermont,2020-03-16,12,0
Louisiana,2020-03-23,1160,34
Alaska,2020-04-06,189,4
Idaho,2020-04-10,1425,25
Virgin Islands,2020-04-10,51,0
South Carolina,2020-04-12,3319,82
Virginia,2020-04-13,5746,100
Kentucky,2020-04-16,2418,131
Alaska,2020-04-17,307,7
Hawaii,2020-04-24,595,13
New Hampshire,2020-04-30,2143,72
South Dakota,2020-05-03,2630,21
Rhode Island,2020-05-06,8519,319
Massachusetts,2020-05-11,78175,5103
Alabama,2020-05-13,10700,450
New Mexico,2020-05-23,6795,308
Ohio,2020-06-01,35984,2206
Pennsylvania,2020-06-04,78428,5862
New Mexico,2020-06-06,8800,392
New Mexico,2020-06-11,9368,421
Maryland,2020-06-13,61935,2887
Georgia,2020-06-14,53199,2413
Wisconsin,2020-06-20,24985,744
Arizona,2020-06-21,52666,1350
Massachusetts,2020-06-24,107321,7929
Oregon,2020-06-29,8509,207
Idaho,2020-07-01,6379,92
North Dakota,2020-07-08,3971,85
West Virginia,2020-07-18,4922,100
South Carolina,2020-08-04,94190,1847
District of Columbia,2020-08-05,12443,587
Oregon,2020-08-10,21488,362
New Hampshire,2020-08-12,6886,420
Montana,2020-08-19,5976,84
District of Columbia,2020-08-26,13722,605
Montana,2020-08-29,7256,104
New York,2020-09-04,202559,8857
Maryland,2020-09-08,113734,3799
Utah,2020-09-08,55406,425
New Jersey,2020-09-20,201223,16067
Oregon,2020-09-27,32820,549
North Dakota,2020-09-28,20983,234
Nevada,2020-09-30,80084,1600
Florida,2020-10-05,716074,14711
Ohio,2020-10-06,161299,4947
Florida,2020-10-07,720878,14903
Hawaii,2020-10-10,13532,167
Massachusetts,2020-10-10,135312,9581
Kentucky,2020-10-17,88823,1363
Massachusetts,2020-10-19,141185,9747
Arkansas,2020-10-23,101993,1782
Massachusetts,2020-10-28,150188,9918
North Dakota,2020-11-01,45043,531
Indiana,2020-11-03,190555,4439
Oklahoma,2020-11-16,156782,1538
District of Columbia,2020-11-24,20409,673
Wisconsin,2020-12-03,426534,3781
Kansas,2020-12-05,171626,1615
South Dakota,2020-12-06,85991,1110
Vermont,2020-12-12,5618,95
Delaware,2020-12-16,47824,833
Georgia,2020-12-23,583995,10189
Nevada,2021-01-02,229601,3158
Mississippi,2021-01-03,222061,4871
Illinois,2021-01-04,987459,18414
Oregon,2021-01-06,120243,1571
Washington,2021-01-06,265790,3681
Wisconsin,2021-01-06,535999,5442
South Dakota,2021-01-07,102132,1544
New York,2021-01-19,727103,14772
Mississippi,2021-01-24,264219,5772
South Carolina,2021-01-24,418325,6547
Oregon,2021-01-26,139355,1909
Tennessee,2021-01-27,688222,9076
California,2021-01-30,3309997,40694
Iowa,2021-02-04,322133,5033
Arkansas,2021-02-05,301798,5050
Missouri,2021-02-07,468274,7005
Washington,2021-02-09,327397,4635
Utah,2021-02-14,359991,1791
Wyoming,2021-02-19,53683,662
Michigan,2021-02-23,639650,16359
Oregon,2021-03-10,158360,2314
Alaska,2021-03-20,60421,296
Hawaii,2021-03-22,28912,451
North Carolina,2021-03-27,911060,12049
Oklahoma,2021-04-01,437853,4953
Virgin Islands,2021-04-01,2907,26
West Virginia,2021-04-07,144374,2722
Michigan,2021-04-15,857360,17788
District of Columbia,2021-04-16,46449,1093
Texas,2021-04-20,2860314,49829
Louisiana,2021-04-23,455128,10336
Minnesota,2021-04-23,564082,7064
Florida,2020-03-06,7,2
Missouri,2020-03-07,1,0
North Carolina,2020-03-07,2,0
Iowa,2020-03-10,13,0
Montana,2020-03-14,6,0
Wisconsin,2020-03-14,27,0
Kentucky,2020-03-19,46,2
Colorado,2020-03-25,1068,19
New Mexico,2020-04-03,493,10
Florida,2020-04-18,25481,747
New Mexico,2020-04-19,1845,55
Mississippi,2020-04-22,4894,193
Nevada,2020-05-03,5473,257
Colorado,2020-05-06,17666,918
Texas,2020-05-09,38849,1086
Delaware,2020-05-10,6406,224
District of Columbia,2020-05-12,6485,336
Pennsylvania,2020-05-17,65745,4504
Pennsylvania,2020-05-19,67404,4669
New Jersey,2020-05-22,151596,10985
Connecticut,2020-05-23,39807,3673
Arkansas,2020-05-24,5772,116
New Hampshire,2020-05-26,4219,214
Delaware,2020-05-30,9370,361
Virgin Islands,2020-06-06,71,0
Louisiana,2020-06-08,42930,2831
Texas,2020-06-15,91726,2018
Alabama,2020-06-20,29549,838
North Dakota,2020-07-02,3657,80
Iowa,2020-07-03,30624,721
Oklahoma,2020-07-11,19779,421
Texas,2020-07-22,366561,4522
Louisiana,2020-07-25,103724,3603
Hawaii,2020-07-26,1660,25
Mississippi,2020-07-27,52897,1500
New Jersey,2020-07-28,181535,15825
Georgia,2020-08-01,172457,3738
Colorado,2020-08-03,48119,1849
Oklahoma,2020-08-13,46101,638
New Mexico,2020-08-28,25042,767
Oregon,2020-08-28,26069,457
Pennsylvania,2020-08-29,137576,7740
Massachusetts,2020-09-05,120101,9111
California,2020-09-09,749196,13990
Kentucky,2020-09-12,60187,1099
District of Columbia,2020-09-18,14852,619
District of Columbia,2020-09-22,15021,621
Massachusetts,2020-09-22,125540,9323
New Jersey,2020-09-22,202045,16076
North Carolina,2020-09-23,197431,3345
Washington,2020-09-24,88595,2173
Pennsylvania,2020-09-28,161642,8181
Michigan,2020-10-01,138892,7098
Wisconsin,2020-10-01,132176,1348
Montana,2020-10-02,14044,186
Indiana,2020-10-04,127501,3674
Delaware,2020-10-06,21376,646
South Carolina,2020-10-07,153705,3502
Ohio,2020-10-08,164262,4983
New Hampshire,2020-10-09,8963,450
Nebraska,2020-10-17,57138,557
Virgin Islands,2020-10-17,1335,21
Maine,2020-10-18,5937,146
Colorado,2020-10-21,89245,2220
New York,2020-10-27,238959,9114
Iowa,2020-11-03,134498,1780
Maryland,2020-11-07,153198,4188
Tennessee,2020-11-07,273180,3556
Nebraska,2020-11-10,87743,745
North Carolina,2020-11-11,300725,4723
Connecticut,2020-11-14,88266,4737
New Hampshire,2020-11-17,15066,502
New Mexico,2020-11-18,70452,1290
Tennessee,2020-11-18,318027,4005
California,2020-11-20,1096401,18649
Nebraska,2020-11-20,111915,925
Nevada,2020-11-20,130102,1987
South Carolina,2020-11-25,210905,4317
Minnesota,2020-12-01,321917,3615
South Carolina,2020-12-05,229235,4517
Georgia,2020-12-10,503849,9682
Kentucky,2020-12-18,240345,2618
Alabama,2020-12-25,342426,4680
North Dakota,2020-12-27,91465,1266
Alaska,2021-01-02,47324,207
New York,2021-01-02,569227,12643
Wyoming,2021-01-05,45569,464
Mississippi,2021-01-07,231490,5061
Arizona,2021-01-10,618546,10141
Wisconsin,2021-01-12,555249,5635
New Mexico,2021-01-13,159063,2809
Northern Mariana Islands,2021-01-13,128,2
Kansas,2021-01-15,259196,2780
New Hampshire,2021-01-16,54970,926
Wisconsin,2021-01-17,568166,5907
Alabama,2021-01-21,432536,6379
Kansas,2021-01-21,266562,2876
Connecticut,2021-01-26,244084,6928
Iowa,2021-02-02,320197,4919
Pennsylvania,2021-02-02,856214,21866
Montana,2021-02-20,98681,1342
Michigan,2021-02-21,636177,16320
Kentucky,2021-02-22,401579,4619
Wisconsin,2021-02-22,612713,6876
Massachusetts,2021-02-24,542212,15937
Maine,2021-03-02,44943,703
South Carolina,2021-03-02,518823,8576
Nevada,2021-03-03,294742,4988
Indiana,2021-03-04,667668,12663
Virginia,2021-03-09,588129,9790
West Virginia,2021-03-21,137826,2606
New York,2021-03-23,994870,18413
Mississippi,2021-03-28,304616,7001
Wisconsin,2021-03-28,634317,7275
North Carolina,2021-03-31,919817,12137
Washington,2021-04-02,369319,5325
Wyoming,2021-04-15,57203,703
New Hampshire,2021-04-16,89722,1262
Oklahoma,2021-04-17,443754,6697
Virgin Islands,2021-04-22,3068,27
Arizona,2020-02-04,1,0
Massachusetts,2020-02-26,1,0
Nebraska,2020-03-10,17,0
Washington,2020-03-10,279,24
Arizona,2020-03-12,9,0
Vermont,2020-03-12,2,0
Texas,2020-03-14,69,0
Oklahoma,2020-03-26,248,7
Arkansas,2020-04-01,618,9
Michigan,2020-04-06,16762,726
New Jersey,2020-04-12,60576,2348
South Dakota,2020-04-16,1311,7
Montana,2020-04-18,426,10
Maryland,2020-05-01,23557,1092
Nevada,2020-05-07,5858,289
Oregon,2020-05-11,3286,130
Wisconsin,2020-05-24,15573,510
Delaware,2020-03-31,319,10
Wisconsin,2020-05-28,17476,550
Kansas,2020-05-29,9826,209
South Dakota,2020-05-30,4960,62
Iowa,2020-06-01,19786,558
Colorado,2020-06-06,27834,1527
Louisiana,2020-06-07,42696,2825
Montana,2020-06-28,863,22
Indiana,2020-07-22,60126,2863
New Hampshire,2020-07-30,6541,415
North Dakota,2020-08-01,6602,103
Oregon,2020-08-14,22614,388
Alabama,2020-08-15,107580,1896
Alabama,2020-08-18,110361,1936
Nevada,2020-08-20,63699,1175
Idaho,2020-08-22,29808,307
Kansas,2020-08-29,41909,449
Oklahoma,2020-09-04,61986,846
California,2020-09-06,740233,13730
District of Columbia,2020-09-06,14279,611
Oregon,2020-09-06,28045,483
Maine,2020-09-13,4862,136
Minnesota,2020-09-13,84164,1919
New Jersey,2020-09-13,198112,16031
Alabama,2020-09-19,144164,2437
Wisconsin,2020-09-19,105609,1241
Northern Mariana Islands,2020-09-24,54,2
Michigan,2020-09-29,136741,7068
Idaho,2020-10-03,43691,480
Louisiana,2020-10-05,168312,5396
Rhode Island,2020-10-10,23584,1113
Minnesota,2020-10-19,124174,2239
Arizona,2020-10-23,235910,5865
New Jersey,2020-10-23,226787,16273
Massachusetts,2020-10-24,145702,9833
Colorado,2020-10-25,95742,2244
Kansas,2020-10-27,80761,979
New York,2020-10-28,240153,9127
Colorado,2020-11-11,143553,2481
Michigan,2020-11-20,316983,8769
Maryland,2020-11-23,184140,4427
Oklahoma,2020-11-23,177809,1649
Vermont,2020-11-24,3754,64
Colorado,2020-11-30,234502,3060
Vermont,2020-12-09,5277,86
North Dakota,2020-12-19,89788,1231
Maine,2020-12-20,18944,292
Utah,2020-12-15,237351,1077
Maine,2020-12-26,21539,319
Indiana,2020-12-27,496795,7843
North Dakota,2020-12-29,91829,1276
Illinois,2021-01-02,977677,18214
Missouri,2021-01-04,394662,5508
Oklahoma,2021-01-04,306315,2552
California,2021-01-06,2548733,28040
Iowa,2021-01-10,295834,4138
Wisconsin,2021-01-10,550260,5571
California,2021-01-16,2975319,33393
Michigan,2021-01-18,583846,14660
Pennsylvania,2021-01-26,818330,20883
Mississippi,2021-02-02,276531,6132
Montana,2021-02-03,94890,1304
Alaska,2021-02-10,55450,269
South Carolina,2021-02-14,487293,7998
Rhode Island,2021-02-15,109120,2220
District of Columbia,2021-02-17,39180,985
District of Columbia,2021-02-24,39943,1001
Arkansas,2021-02-25,315378,5397
New Mexico,2021-02-28,185126,3702
Florida,2021-03-06,1937395,31619
Arkansas,2021-03-08,321678,5343
Kentucky,2021-03-09,415393,5001
Maine,2021-03-19,48070,728
Minnesota,2021-03-21,504730,6782
Wyoming,2021-03-22,55730,693
Indiana,2021-03-23,682360,12959
Montana,2021-04-01,104865,1438
Florida,2021-04-03,2073447,33651
Nevada,2021-04-04,305184,5274
Oregon,2021-04-09,169338,2451
Wisconsin,2021-04-20,653091,7427
Louisiana,2021-04-21,453966,10316
Ohio,2021-04-22,1060119,19031
California,2020-02-12,7,0
Illinois,2020-02-22,2,0
New York,2020-03-17,729,7
Utah,2020-03-17,51,0
Hawaii,2020-03-22,56,0
Oklahoma,2020-03-22,67,2
Florida,2020-03-25,1970,23
Pennsylvania,2020-03-26,1690,16
Minnesota,2020-03-29,504,9
Missouri,2020-04-01,1299,21
New Mexico,2020-04-06,686,12
Idaho,2020-04-08,1232,19
North Carolina,2020-04-09,3651,74
West Virginia,2020-04-10,537,5
Georgia,2020-04-11,10961,428
Virginia,2020-04-11,5076,72
Wisconsin,2020-04-11,3213,141
Wisconsin,2020-04-18,4199,212
North Dakota,2020-04-19,585,10
Kansas,2020-04-20,2030,101
New Hampshire,2020-04-25,1787,59
Nebraska,2020-04-26,3126,54
Hawaii,2020-04-28,602,16
New York,2020-04-28,132789,5571
Florida,2020-05-02,35446,1363
District of Columbia,2020-05-06,5461,277
Oregon,2020-05-12,3359,130
Rhode Island,2020-05-15,10789,425
Hawaii,2020-05-18,630,17
Maryland,2020-05-22,44534,2142
Wisconsin,2020-05-22,14768,496
New York,2020-05-26,164558,8446
Wyoming,2020-05-26,850,13
West Virginia,2020-06-01,2028,76
Colorado,2020-06-19,30172,1643
Virginia,2020-06-23,58994,1645
Idaho,2020-06-28,5350,91
Texas,2020-06-29,158756,2430
Kansas,2020-07-06,17082,288
South Carolina,2020-07-09,50691,905
Texas,2020-07-11,258280,3206
Nebraska,2020-07-14,21691,299
Wyoming,2020-07-21,2238,25
Minnesota,2020-07-30,53574,1594
Arkansas,2020-08-01,41618,458
Virginia,2020-08-03,93106,2218
Oklahoma,2020-08-04,39452,566
Missouri,2020-08-10,53589,1298
New York,2020-08-11,193683,8780
Minnesota,2020-08-13,62858,1685
Mississippi,2020-08-13,69986,2011
Massachusetts,2020-08-14,121381,8745
Tennessee,2020-08-16,130320,1349
Tennessee,2020-08-17,131742,1370
Tennessee,2020-08-20,136244,1470
Missouri,2020-08-21,65368,1403
Maryland,2020-08-23,104618,3679
Oklahoma,2020-08-30,58016,799
California,2020-08-31,712541,13020
Georgia,2020-09-03,258637,5732
Alabama,2020-09-04,130393,2266
Oklahoma,2020-09-09,65874,863
Delaware,2020-09-14,18467,617
Nevada,2020-09-19,75524,1528
South Dakota,2020-09-25,20554,216
Ohio,2020-09-28,151802,4746
Indiana,2020-10-05,128285,3681
New York,2020-10-05,218653,8966
Arizona,2020-10-08,223407,5743
Nevada,2020-10-08,83971,1650
Oklahoma,2020-10-10,98582,1095
Kansas,2020-10-11,67231,769
Minnesota,2020-10-11,112055,2141
Utah,2020-10-11,85751,517
Iowa,2020-10-20,109205,1576
Mississippi,2020-10-22,113081,3231
New Mexico,2020-10-22,39377,953
Arizona,2020-10-26,239193,5875
Mississippi,2020-10-26,115763,3263
Rhode Island,2020-10-27,26194,1148
California,2020-11-08,978844,17975
Northern Mariana Islands,2020-11-09,100,2
Florida,2020-11-13,868488,17444
Michigan,2020-11-18,300193,8571
Michigan,2020-11-24,342410,9086
Wyoming,2020-11-24,29959,202
Georgia,2020-11-26,442716,9087
Indiana,2020-11-26,321595,5561
Missouri,2020-11-28,280328,3623
New Hampshire,2020-12-03,22483,543
Kentucky,2020-12-04,198506,2216
New Hampshire,2020-12-05,23718,559
New Jersey,2020-12-05,363035,17306
Montana,2020-12-06,67875,736
Oregon,2020-12-24,106822,1417
Wyoming,2020-12-25,42664,373
Kansas,2020-12-26,213091,2138
Utah,2021-01-05,287935,1312
Utah,2021-01-12,308807,1420
Nevada,2021-01-15,258438,3704
Maryland,2021-01-17,326648,6491
New Jersey,2021-01-18,629665,20458
New Hampshire,2021-01-27,62520,1005
Kansas,2021-02-02,279734,3093
South Dakota,2021-02-06,109132,1804
Tennessee,2021-02-08,717858,10287
Alabama,2021-02-12,478667,9180
Indiana,2021-02-26,663282,12531
Kansas,2021-03-06,298900,3731
Kansas,2021-03-10,300261,3768
Delaware,2021-03-20,91741,1526
Vermont,2021-03-21,17732,219
Idaho,2021-03-24,178663,1955
Wyoming,2021-03-26,56046,695
Florida,2021-03-29,2043824,33246
Nebraska,2021-03-30,209474,2283
Mississippi,2021-04-02,305701,7051
North Carolina,2021-04-02,921917,12161
Rhode Island,2021-04-04,124929,2599
New Mexico,2021-04-05,192594,3955
California,2021-04-17,3716623,60949
Minnesota,2021-04-18,555878,7020
Utah,2021-04-23,393886,2171
California,2020-02-20,8,0
Wisconsin,2020-03-02,1,0
Indiana,2020-03-08,2,0
Illinois,2020-03-15,94,0
Colorado,2020-03-20,364,5
Illinois,2020-03-24,1533,16
Illinois,2020-03-25,1874,19
Ohio,2020-04-01,2548,65
District of Columbia,2020-04-02,653,12
Idaho,2020-04-04,1076,10
Texas,2020-04-14,15303,365
Alaska,2020-04-23,335,7
Louisiana,2020-04-23,25677,1540
South Dakota,2020-04-27,2246,11
Maryland,2020-04-29,20929,999
West Virginia,2020-05-01,1152,47
Ohio,2020-05-02,19335,1021
Georgia,2020-05-03,26924,1168
Minnesota,2020-05-14,13413,663
Connecticut,2020-05-15,35847,3282
Missouri,2020-05-30,11969,756
California,2020-06-07,131997,4653
New Hampshire,2020-06-09,5124,294
South Carolina,2020-06-09,15228,568
Missouri,2020-06-16,15168,874
California,2020-06-17,163381,5283
Nebraska,2020-06-19,17546,249
South Dakota,2020-06-19,6158,81
West Virginia,2020-07-01,2979,93
Indiana,2020-07-02,47553,2662
Virgin Islands,2020-07-03,111,0
Connecticut,2020-07-08,46880,4343
District of Columbia,2020-07-13,10906,568
Louisiana,2020-07-19,91701,3433
Massachusetts,2020-07-19,113220,8425
Rhode Island,2020-07-22,16613,987
Utah,2020-07-23,36174,271
Utah,2020-07-27,38435,285
North Dakota,2020-07-30,6301,103
Oklahoma,2020-08-05,40555,583
South Dakota,2020-08-05,9168,137
Oregon,2020-08-08,21011,358
Arizona,2020-08-09,187086,4152
Wyoming,2020-08-09,3050,28
New York,2020-08-15,195008,8793
Idaho,2020-08-16,27794,269
South Carolina,2020-08-17,106953,2288
South Dakota,2020-08-18,10443,154
California,2020-08-20,653401,11801
Iowa,2020-08-25,57594,1059
Delaware,2020-08-30,17064,604
Rhode Island,2020-09-01,19809,1027
Northern Mariana Islands,2020-09-06,54,2
Tennessee,2020-09-06,160873,1835
Iowa,2020-08-27,61473,1091
Virginia,2020-09-10,130525,2708
South Dakota,2020-09-14,16801,184
Arkansas,2020-09-17,71676,1166
Georgia,2020-09-18,283705,6386
Kentucky,2020-09-24,68230,1166
Michigan,2020-10-09,147755,7198
Arkansas,2020-10-10,90292,1552
South Carolina,2020-10-13,158883,3576
Arkansas,2020-10-19,97607,1714
Washington,2020-10-22,105362,2387
West Virginia,2020-10-27,22706,432
Alabama,2020-10-28,187706,2911
Oklahoma,2020-10-30,121490,1326
Vermont,2020-10-02,1760,58
Kentucky,2020-10-26,99965,1480
South Dakota,2020-11-02,47850,438
Northern Mariana Islands,2020-11-07,98,2
West Virginia,2020-11-11,30201,553
West Virginia,2020-11-12,30897,555
North Dakota,2020-11-16,64885,743
South Carolina,2020-11-19,201160,4201
Michigan,2020-11-27,364084,9340
South Dakota,2020-12-04,84398,1064
Delaware,2020-12-15,47039,826
Minnesota,2020-12-15,383756,4483
Wisconsin,2020-12-21,494353,4754
District of Columbia,2020-12-22,26900,744
Tennessee,2020-12-25,535035,6324
Rhode Island,2020-12-27,73698,1631
New York,2020-12-29,528656,12201
Hawaii,2021-01-02,21895,287
Oklahoma,2021-01-03,303612,2547
Maine,2021-01-13,31124,453
Montana,2021-01-16,89056,1088
Nevada,2021-01-19,264223,3794
New Mexico,2021-01-28,171719,3228
Illinois,2021-02-01,1131212,21267
Idaho,2021-02-03,164257,1750
Indiana,2021-02-05,638314,11686
New Jersey,2021-02-08,723646,22011
Arkansas,2021-02-11,308129,5199
Virgin Islands,2021-02-11,2505,25
Idaho,2021-02-16,168097,1808
Kentucky,2021-02-18,396800,4539
Rhode Island,2021-02-28,113694,2449
New Jersey,2021-03-06,808870,23557
Maryland,2021-03-10,389748,7950
Alabama,2021-03-12,502711,10299
North Dakota,2021-03-22,101701,1461
Minnesota,2021-03-24,508061,6798
District of Columbia,2021-03-25,43669,1053
North Carolina,2021-04-01,921917,12160
Ohio,2021-04-04,1024011,18642
Nevada,2021-04-06,305655,5297
New Mexico,2021-04-07,192989,3965
Missouri,2021-04-09,545609,8338
California,2021-04-15,3711581,60770
Illinois,2021-04-17,1303011,23671
Montana,2021-04-19,107315,1547
Washington,2021-04-23,395354,5477
Massachusetts,2020-02-24,1,0
Oregon,2020-03-01,2,0
Wyoming,2020-03-16,10,0
Missouri,2020-03-27,590,9
Alaska,2020-04-04,169,3
Florida,2020-04-12,19853,460
Iowa,2020-04-17,2331,64
Louisiana,2020-04-19,23870,1295
Vermont,2020-04-25,838,45
Texas,2020-04-26,25209,676
Oregon,2020-04-29,2446,101
Ohio,2020-05-04,20474,1056
Missouri,2020-05-05,8236,392
Texas,2020-05-11,40988,1137
Kansas,2020-05-13,7552,179
Nevada,2020-05-20,7301,372
Utah,2020-05-23,8255,93
Kentucky,2020-05-27,9313,420
Alabama,2020-06-05,19387,676
Montana,2020-06-07,545,18
Texas,2020-06-07,75948,1846
Hawaii,2020-06-16,728,17
West Virginia,2020-06-18,2418,88
New York,2020-06-22,175770,9138
Minnesota,2020-07-08,39502,1485
Idaho,2020-07-12,10971,102
Mississippi,2020-07-18,41846,1346
Alabama,2020-07-20,68891,1291
Wisconsin,2020-08-03,55938,953
Minnesota,2020-08-11,61708,1666
Rhode Island,2020-08-15,18536,1008
Utah,2020-08-16,46625,364
Wisconsin,2020-08-31,76365,1124
Mississippi,2020-09-03,85116,2536
Vermont,2020-09-03,1629,58
Arkansas,2020-09-09,65249,928
Missouri,2020-09-10,88715,1651
Delaware,2020-09-12,18262,613
Arkansas,2020-09-15,69902,1150
Alabama,2020-09-17,141757,2401
